,iyear,country_txt,latitude,longitude,nkill,gname
16788,2009,Pakistan,34.006004,71.53743,1,Unknown
16789,2009,Pakistan,34.006004,71.53743,0,Other
16796,2009,Pakistan,34.006004,71.53743,4,Other
16973,2009,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
16988,2009,Pakistan,34.006004,71.53743,7,Tehrik-i-Taliban Pakistan (TTP)
17019,2009,Pakistan,34.006004,71.53743,0,Unknown
17072,2009,Pakistan,34.006004,71.53743,0,Unknown
17073,2009,Pakistan,34.006004,71.53743,0,Unknown
17074,2009,Pakistan,34.006004,71.53743,0,Unknown
17078,2009,Pakistan,34.006004,71.53743,42,Unknown
17110,2009,Pakistan,34.006004,71.53743,1,Unknown
17141,2009,Pakistan,34.006004,71.53743,0,Unknown
17188,2009,Pakistan,34.006004,71.53743,120,Tehrik-i-Taliban Pakistan (TTP)
17240,2009,Pakistan,34.006004,71.53743,13,Unknown
17261,2009,Pakistan,34.006004,71.53743,1,Unknown
17276,2009,Pakistan,34.006004,71.53743,3,Unknown
17305,2009,Pakistan,34.006004,71.53743,17,Unknown
17319,2009,Pakistan,34.006004,71.53743,0,Unknown
17329,2009,Pakistan,34.006004,71.53743,0,Unknown
17378,2009,Pakistan,34.006004,71.53743,0,Unknown
17381,2009,Pakistan,34.006004,71.53743,3,Unknown
17392,2009,Pakistan,34.006004,71.53743,0,Unknown
17399,2009,Pakistan,34.006004,71.53743,3,Unknown
17482,2009,Pakistan,34.006004,71.53743,0,Unknown
17502,2009,Pakistan,34.006004,71.53743,4,Unknown
17541,2009,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
17548,2009,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
17625,2010,Pakistan,34.006004,71.53743,0,Unknown
17626,2010,Pakistan,34.006004,71.53743,1,Unknown
17681,2010,Pakistan,34.006004,71.53743,0,Unknown
17709,2010,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
17765,2010,Pakistan,34.006004,71.53743,1,Unknown
17874,2010,Pakistan,34.006004,71.53743,2,Unknown
17894,2010,Pakistan,34.006004,71.53743,1,Unknown
17914,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
18031,2010,Pakistan,34.006004,71.53743,3,Unknown
18100,2010,Pakistan,34.006004,71.53743,0,Unknown
18110,2010,Pakistan,34.006004,71.53743,0,Unknown
18152,2010,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
18153,2010,Pakistan,34.006004,71.53743,6,Tehrik-i-Taliban Pakistan (TTP)
18173,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
18174,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
18175,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
18250,2010,Pakistan,34.006004,71.53743,26,Unknown
18251,2010,Pakistan,34.006004,71.53743,1,Unknown
18360,2010,Pakistan,34.006004,71.53743,0,Unknown
18361,2010,Pakistan,34.006004,71.53743,3,Unknown
18436,2010,Pakistan,34.006004,71.53743,0,Unknown
18596,2010,Pakistan,34.006004,71.53743,0,Unknown
18619,2010,Pakistan,34.006004,71.53743,0,Unknown
18726,2010,Pakistan,34.006004,71.53743,0,Unknown
18749,2010,Pakistan,34.006004,71.53743,0,Unknown
18765,2010,Pakistan,34.006004,71.53743,0,Unknown
18870,2010,Pakistan,34.006004,71.53743,0,Unknown
18883,2010,Pakistan,34.006004,71.53743,0,Unknown
18886,2010,Pakistan,34.006004,71.53743,7,Tehrik-i-Taliban Pakistan (TTP)
18936,2010,Pakistan,34.006004,71.53743,1,Unknown
18974,2010,Pakistan,34.006004,71.53743,0,Unknown
18995,2010,Pakistan,34.006004,71.53743,0,Unknown
19050,2010,Pakistan,34.006004,71.53743,2,Other
19051,2010,Pakistan,34.006004,71.53743,0,Other
19097,2010,Pakistan,34.006004,71.53743,3,Tehrik-i-Taliban Pakistan (TTP)
19152,2010,Pakistan,34.006004,71.53743,0,Unknown
19213,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
19230,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
19365,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
19366,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
19403,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
19404,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
19543,2010,Pakistan,34.006004,71.53743,0,Unknown
19555,2010,Pakistan,34.006004,71.53743,1,Unknown
19567,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
19594,2010,Pakistan,34.006004,71.53743,5,Unknown
19687,2010,Pakistan,34.006004,71.53743,0,Unknown
19700,2010,Pakistan,34.006004,71.53743,3,Unknown
19755,2010,Pakistan,34.006004,71.53743,2,Tehrik-i-Taliban Pakistan (TTP)
19775,2010,Pakistan,34.006004,71.53743,2,Tehrik-i-Taliban Pakistan (TTP)
19793,2010,Pakistan,34.006004,71.53743,0,Unknown
19891,2010,Pakistan,34.006004,71.53743,0,Unknown
19945,2010,Pakistan,34.006004,71.53743,2,Unknown
19956,2010,Pakistan,34.006004,71.53743,3,Unknown
19965,2010,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
19966,2010,Pakistan,34.006004,71.53743,1,Unknown
20023,2010,Pakistan,34.006004,71.53743,0,Unknown
20095,2011,Pakistan,34.006004,71.53743,0,Unknown
20136,2011,Pakistan,34.006004,71.53743,2,Unknown
20137,2011,Pakistan,34.006004,71.53743,0,Unknown
20147,2011,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
20168,2011,Pakistan,34.006004,71.53743,0,Unknown
20189,2011,Pakistan,34.006004,71.53743,1,Unknown
20240,2011,Pakistan,34.006004,71.53743,0,Unknown
20254,2011,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
20263,2011,Pakistan,34.006004,71.53743,6,Tehrik-i-Taliban Pakistan (TTP)
20273,2011,Pakistan,34.006004,71.53743,0,Unknown
20276,2011,Pakistan,34.006004,71.53743,0,Unknown
20416,2011,Pakistan,34.006004,71.53743,0,Unknown
20462,2011,Pakistan,34.006004,71.53743,0,Unknown
20523,2011,Pakistan,34.006004,71.53743,26,Tehrik-i-Taliban Pakistan (TTP)
20531,2011,Pakistan,34.006004,71.53743,1,Unknown
20545,2011,Pakistan,34.006004,71.53743,0,Other
20552,2011,Pakistan,34.006004,71.53743,0,Unknown
20650,2011,Pakistan,34.006004,71.53743,0,Unknown
20651,2011,Pakistan,34.006004,71.53743,0,Unknown
20656,2011,Pakistan,34.006004,71.53743,0,Unknown
20657,2011,Pakistan,34.006004,71.53743,0,Unknown
20744,2011,Pakistan,34.006004,71.53743,0,Unknown
20855,2011,Pakistan,34.006004,71.53743,0,Unknown
20893,2011,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
21000,2011,Pakistan,34.006004,71.53743,0,Unknown
21020,2011,Pakistan,34.006004,71.53743,1,Unknown
21108,2011,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
21146,2011,Pakistan,34.006004,71.53743,0,Unknown
21197,2011,Pakistan,34.006004,71.53743,0,Unknown
21235,2011,Pakistan,34.006004,71.53743,6,Tehrik-i-Taliban Pakistan (TTP)
21279,2011,Pakistan,34.006004,71.53743,18,Tehrik-i-Taliban Pakistan (TTP)
21280,2011,Pakistan,34.006004,71.53743,18,Tehrik-i-Taliban Pakistan (TTP)
21390,2011,Pakistan,34.006004,71.53743,1,Unknown
21406,2011,Pakistan,34.006004,71.53743,2,Tehrik-i-Taliban Pakistan (TTP)
21408,2011,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
21435,2011,Pakistan,34.006004,71.53743,0,Unknown
21455,2011,Pakistan,34.006004,71.53743,0,Unknown
21490,2011,Pakistan,34.006004,71.53743,0,Unknown
21557,2011,Pakistan,34.006004,71.53743,0,Unknown
21558,2011,Pakistan,34.006004,71.53743,0,Unknown
21573,2011,Pakistan,34.006004,71.53743,2,Unknown
21574,2011,Pakistan,34.006004,71.53743,1,Unknown
21590,2011,Pakistan,34.006004,71.53743,0,Unknown
21663,2011,Pakistan,34.006004,71.53743,1,Unknown
21774,2011,Pakistan,34.006004,71.53743,0,Unknown
21827,2011,Pakistan,34.006004,71.53743,0,Unknown
21902,2011,Pakistan,34.006004,71.53743,5,Tehrik-i-Taliban Pakistan (TTP)
21936,2011,Pakistan,34.006004,71.53743,6,Tehrik-i-Taliban Pakistan (TTP)
22118,2011,Pakistan,34.006004,71.53743,1,Unknown
22153,2011,Pakistan,34.006004,71.53743,0,Unknown
22163,2011,Pakistan,34.006004,71.53743,0,Unknown
22207,2011,Pakistan,34.006004,71.53743,1,Unknown
22227,2011,Pakistan,34.006004,71.53743,0,Unknown
22229,2011,Pakistan,34.006004,71.53743,0,Unknown
22230,2011,Pakistan,34.006004,71.53743,0,Unknown
22260,2011,Pakistan,34.006004,71.53743,1,Unknown
22276,2011,Pakistan,34.006004,71.53743,0,Unknown
22485,2011,Pakistan,34.006004,71.53743,0,Unknown
22685,2011,Pakistan,34.006004,71.53743,0,Unknown
22928,2011,Pakistan,34.006004,71.53743,1,Unknown
22944,2011,Pakistan,34.006004,71.53743,0,Other
22984,2012,Pakistan,34.006004,71.53743,2,Tehrik-i-Taliban Pakistan (TTP)
23420,2012,Pakistan,34.006004,71.53743,0,Unknown
23552,2012,Pakistan,34.006004,71.53743,1,Unknown
23634,2012,Pakistan,34.006004,71.53743,15,Unknown
23699,2012,Pakistan,34.006004,71.53743,2,Unknown
23726,2012,Pakistan,34.006004,71.53743,2,Tehrik-i-Taliban Pakistan (TTP)
23734,2012,Pakistan,34.006004,71.53743,1,Unknown
23889,2012,Pakistan,34.006004,71.53743,2,Tehrik-i-Taliban Pakistan (TTP)
23959,2012,Pakistan,34.006004,71.53743,2,Unknown
24036,2012,Pakistan,34.006004,71.53743,0,Unknown
24039,2012,Pakistan,34.006004,71.53743,0,Unknown
24218,2012,Pakistan,34.006004,71.53743,1,Unknown
24267,2012,Pakistan,34.006004,71.53743,1,Unknown
24302,2012,Pakistan,34.006004,71.53743,0,Unknown
24393,2012,Pakistan,34.006004,71.53743,1,Unknown
24483,2012,Pakistan,34.006004,71.53743,1,Unknown
24556,2012,Pakistan,34.006004,71.53743,0,Unknown
24570,2012,Pakistan,34.006004,71.53743,0,Unknown
24602,2012,Pakistan,34.006004,71.53743,0,Unknown
24649,2012,Pakistan,34.006004,71.53743,1,Unknown
24653,2012,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
24661,2012,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
25358,2012,Pakistan,34.006004,71.53743,4,Other
25434,2012,Pakistan,34.006004,71.53743,0,Unknown
25516,2012,Pakistan,34.006004,71.53743,1,Unknown
25598,2012,Pakistan,34.006004,71.53743,0,Unknown
25689,2012,Pakistan,34.006004,71.53743,0,Unknown
26362,2012,Pakistan,34.006004,71.53743,3,Tehrik-i-Taliban Pakistan (TTP)
26364,2012,Pakistan,34.006004,71.53743,0,Unknown
26498,2012,Pakistan,34.006004,71.53743,0,Unknown
26564,2012,Pakistan,34.006004,71.53743,0,Unknown
26575,2012,Pakistan,34.006004,71.53743,8,Tehrik-i-Taliban Pakistan (TTP)
26598,2012,Pakistan,34.006004,71.53743,0,Unknown
26782,2012,Pakistan,34.006004,71.53743,1,Unknown
26907,2012,Pakistan,34.006004,71.53743,1,Unknown
27019,2012,Pakistan,34.006004,71.53743,0,Unknown
27063,2012,Pakistan,34.006004,71.53743,0,Unknown
27194,2012,Pakistan,34.006004,71.53743,0,Unknown
27201,2012,Pakistan,34.006004,71.53743,0,Unknown
27253,2012,Pakistan,34.006004,71.53743,9,Tehrik-i-Taliban Pakistan (TTP)
27262,2012,Pakistan,34.006004,71.53743,0,Unknown
27404,2012,Pakistan,34.006004,71.53743,0,Unknown
27476,2012,Pakistan,34.006004,71.53743,0,Unknown
27482,2012,Pakistan,34.006004,71.53743,0,Unknown
27487,2012,Pakistan,34.006004,71.53743,1,Unknown
27495,2012,Pakistan,34.006004,71.53743,1,Unknown
27515,2012,Pakistan,34.006004,71.53743,1,Unknown
27602,2012,Pakistan,34.006004,71.53743,2,Unknown
27609,2012,Pakistan,34.006004,71.53743,0,Unknown
27736,2012,Pakistan,34.006004,71.53743,14,Tehrik-i-Taliban Pakistan (TTP)
27746,2012,Pakistan,34.006004,71.53743,0,Unknown
27799,2012,Pakistan,34.006004,71.53743,1,Unknown
27801,2012,Pakistan,34.006004,71.53743,0,Unknown
27829,2012,Pakistan,34.006004,71.53743,10,Tehrik-i-Taliban Pakistan (TTP)
27869,2012,Pakistan,34.006004,71.53743,0,Unknown
27872,2012,Pakistan,34.006004,71.53743,8,Tehrik-i-Taliban Pakistan (TTP)
27873,2012,Pakistan,34.006004,71.53743,8,Tehrik-i-Taliban Pakistan (TTP)
27874,2012,Pakistan,34.006004,71.53743,0,Unknown
27882,2012,Pakistan,34.006004,71.53743,0,Unknown
27904,2012,Pakistan,34.006004,71.53743,0,Unknown
27964,2013,Pakistan,34.006004,71.53743,0,Unknown
28004,2013,Pakistan,34.006004,71.53743,0,Unknown
28072,2013,Pakistan,34.006004,71.53743,1,Unknown
28232,2013,Pakistan,34.006004,71.53743,0,Unknown
28240,2013,Pakistan,34.006004,71.53743,0,Other
28248,2013,Pakistan,34.006004,71.53743,1,Unknown
28252,2013,Pakistan,34.006004,71.53743,0,Other
28335,2013,Pakistan,34.006004,71.53743,0,Unknown
28367,2013,Pakistan,34.006004,71.53743,0,Unknown
28436,2013,Pakistan,34.006004,71.53743,1,Unknown
28458,2013,Pakistan,34.006004,71.53743,0,Unknown
28490,2013,Pakistan,34.006004,71.53743,1,Unknown
28561,2013,Pakistan,34.006004,71.53743,1,Unknown
28563,2013,Pakistan,34.006004,71.53743,9,Other
28608,2013,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
28636,2013,Pakistan,34.006004,71.53743,0,Unknown
28717,2013,Pakistan,34.006004,71.53743,1,Unknown
28816,2013,Pakistan,34.006004,71.53743,5,Unknown
28850,2013,Pakistan,34.006004,71.53743,1,Unknown
28898,2013,Pakistan,34.006004,71.53743,1,Unknown
28926,2013,Pakistan,34.006004,71.53743,1,Unknown
28929,2013,Pakistan,34.006004,71.53743,6,Tehrik-i-Taliban Pakistan (TTP)
29014,2013,Pakistan,34.006004,71.53743,1,Unknown
29042,2013,Pakistan,34.006004,71.53743,0,Unknown
29077,2013,Pakistan,34.006004,71.53743,0,Unknown
29080,2013,Pakistan,34.006004,71.53743,0,Unknown
29082,2013,Pakistan,34.006004,71.53743,1,Unknown
29094,2013,Pakistan,34.006004,71.53743,1,Unknown
29103,2013,Pakistan,34.006004,71.53743,0,Unknown
29104,2013,Pakistan,34.006004,71.53743,1,Other
29126,2013,Pakistan,34.006004,71.53743,11,Tehrik-i-Taliban Pakistan (TTP)
29188,2013,Pakistan,34.006004,71.53743,0,Unknown
29196,2013,Pakistan,34.006004,71.53743,1,Unknown
29242,2013,Pakistan,34.006004,71.53743,0,Unknown
29243,2013,Pakistan,34.006004,71.53743,0,Unknown
29253,2013,Pakistan,34.006004,71.53743,0,Unknown
29266,2013,Pakistan,34.006004,71.53743,0,Unknown
29267,2013,Pakistan,34.006004,71.53743,0,Unknown
29268,2013,Pakistan,34.006004,71.53743,0,Unknown
29277,2013,Pakistan,34.006004,71.53743,0,Unknown
29278,2013,Pakistan,34.006004,71.53743,0,Unknown
29287,2013,Pakistan,34.006004,71.53743,0,Unknown
29319,2013,Pakistan,34.006004,71.53743,0,Unknown
29423,2013,Pakistan,34.006004,71.53743,18,Tehrik-i-Taliban Pakistan (TTP)
29440,2013,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
29585,2013,Pakistan,34.006004,71.53743,0,Unknown
29592,2013,Pakistan,34.006004,71.53743,0,Unknown
29696,2013,Pakistan,34.006004,71.53743,9,Unknown
29756,2013,Pakistan,34.006004,71.53743,0,Unknown
29761,2013,Pakistan,34.006004,71.53743,0,Unknown
29817,2013,Pakistan,34.006004,71.53743,0,Unknown
29829,2013,Pakistan,34.006004,71.53743,0,Unknown
29910,2013,Pakistan,34.006004,71.53743,0,Unknown
29911,2013,Pakistan,34.006004,71.53743,0,Unknown
29914,2013,Pakistan,34.006004,71.53743,4,Unknown
29924,2013,Pakistan,34.006004,71.53743,2,Unknown
29932,2013,Pakistan,34.006004,71.53743,0,Unknown
29934,2013,Pakistan,34.006004,71.53743,0,Unknown
29982,2013,Pakistan,34.006004,71.53743,0,Unknown
29992,2013,Pakistan,34.006004,71.53743,1,Unknown
29996,2013,Pakistan,34.006004,71.53743,0,Unknown
30099,2013,Pakistan,34.006004,71.53743,1,Unknown
30243,2013,Pakistan,34.006004,71.53743,1,Unknown
30244,2013,Pakistan,34.006004,71.53743,0,Unknown
30245,2013,Pakistan,34.006004,71.53743,0,Unknown
30246,2013,Pakistan,34.006004,71.53743,0,Unknown
30269,2013,Pakistan,34.006004,71.53743,3,Unknown
30356,2013,Pakistan,34.006004,71.53743,1,Unknown
30361,2013,Pakistan,34.006004,71.53743,2,Unknown
30458,2013,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
30503,2013,Pakistan,34.006004,71.53743,0,Unknown
30525,2013,Pakistan,34.006004,71.53743,0,Unknown
30530,2013,Pakistan,34.006004,71.53743,0,Unknown
30531,2013,Pakistan,34.006004,71.53743,2,Unknown
30551,2013,Pakistan,34.006004,71.53743,0,Unknown
30625,2013,Pakistan,34.006004,71.53743,2,Unknown
30683,2013,Pakistan,34.006004,71.53743,1,Unknown
30684,2013,Pakistan,34.006004,71.53743,0,Unknown
30770,2013,Pakistan,34.006004,71.53743,0,Unknown
30801,2013,Pakistan,34.006004,71.53743,15,Tehrik-i-Taliban Pakistan (TTP)
30810,2013,Pakistan,34.006004,71.53743,2,Unknown
30827,2013,Pakistan,34.006004,71.53743,0,Unknown
30829,2013,Pakistan,34.006004,71.53743,0,Unknown
30874,2013,Pakistan,34.006004,71.53743,2,Unknown
30907,2013,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
31092,2013,Pakistan,34.006004,71.53743,1,Other
31119,2013,Pakistan,34.006004,71.53743,1,Unknown
31223,2013,Pakistan,34.006004,71.53743,1,Unknown
31298,2013,Pakistan,34.006004,71.53743,1,Unknown
31307,2013,Pakistan,34.006004,71.53743,0,Unknown
31407,2013,Pakistan,34.006004,71.53743,0,Unknown
31474,2013,Pakistan,34.006004,71.53743,0,Unknown
31494,2013,Pakistan,34.006004,71.53743,2,Tehrik-i-Taliban Pakistan (TTP)
31548,2013,Pakistan,34.006004,71.53743,0,Unknown
31612,2013,Pakistan,34.006004,71.53743,1,Unknown
31624,2013,Pakistan,34.006004,71.53743,2,Unknown
31646,2013,Pakistan,34.006004,71.53743,1,Unknown
31650,2013,Pakistan,34.006004,71.53743,2,Unknown
32255,2013,Pakistan,34.006004,71.53743,1,Unknown
32274,2013,Pakistan,34.006004,71.53743,0,Unknown
32331,2013,Pakistan,34.006004,71.53743,0,Unknown
32340,2013,Pakistan,34.006004,71.53743,0,Unknown
32342,2013,Pakistan,34.006004,71.53743,0,Unknown
32352,2013,Pakistan,34.006004,71.53743,0,Unknown
32411,2013,Pakistan,34.006004,71.53743,0,Unknown
32412,2013,Pakistan,34.006004,71.53743,0,Unknown
32433,2013,Pakistan,34.006004,71.53743,0,Unknown
32503,2013,Pakistan,34.006004,71.53743,0,Unknown
32542,2013,Pakistan,34.006004,71.53743,0,Other
32554,2013,Pakistan,34.006004,71.53743,0,Unknown
32597,2013,Pakistan,34.006004,71.53743,0,Unknown
32599,2013,Pakistan,34.006004,71.53743,3,Unknown
32601,2013,Pakistan,34.006004,71.53743,0,Unknown
32605,2013,Pakistan,34.006004,71.53743,0,Unknown
32624,2013,Pakistan,34.006004,71.53743,0,Unknown
32648,2013,Pakistan,34.006004,71.53743,87,Other
32673,2013,Pakistan,34.006004,71.53743,0,Unknown
32724,2013,Pakistan,34.006004,71.53743,17,Tehrik-i-Taliban Pakistan (TTP)
32757,2013,Pakistan,34.006004,71.53743,0,Unknown
32768,2013,Pakistan,34.006004,71.53743,43,Unknown
32814,2013,Pakistan,34.006004,71.53743,0,Unknown
32904,2013,Pakistan,34.006004,71.53743,0,Unknown
32918,2013,Pakistan,34.006004,71.53743,0,Unknown
32919,2013,Pakistan,34.006004,71.53743,0,Unknown
32920,2013,Pakistan,34.006004,71.53743,0,Unknown
32921,2013,Pakistan,34.006004,71.53743,0,Unknown
32932,2013,Pakistan,34.006004,71.53743,2,Other
32950,2013,Pakistan,34.006004,71.53743,0,Unknown
32951,2013,Pakistan,34.006004,71.53743,0,Unknown
32969,2013,Pakistan,34.006004,71.53743,1,Unknown
33013,2013,Pakistan,34.006004,71.53743,0,Unknown
33028,2013,Pakistan,34.006004,71.53743,0,Unknown
33151,2013,Pakistan,34.006004,71.53743,4,Unknown
33489,2013,Pakistan,34.006004,71.53743,0,Unknown
33515,2013,Pakistan,34.006004,71.53743,1,Unknown
33527,2013,Pakistan,34.006004,71.53743,0,Unknown
33612,2013,Pakistan,34.006004,71.53743,0,Unknown
33676,2013,Pakistan,34.006004,71.53743,0,Unknown
33848,2013,Pakistan,34.006004,71.53743,1,Unknown
33955,2013,Pakistan,34.006004,71.53743,0,Unknown
34098,2013,Pakistan,34.006004,71.53743,0,Unknown
34146,2013,Pakistan,34.006004,71.53743,1,Unknown
34161,2013,Pakistan,34.006004,71.53743,0,Unknown
34389,2013,Pakistan,34.006004,71.53743,2,Unknown
34499,2013,Pakistan,34.006004,71.53743,1,Unknown
34524,2013,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
34611,2013,Pakistan,34.006004,71.53743,0,Unknown
34612,2013,Pakistan,34.006004,71.53743,0,Unknown
34624,2013,Pakistan,34.006004,71.53743,0,Unknown
34775,2013,Pakistan,34.006004,71.53743,1,Unknown
34866,2013,Pakistan,34.006004,71.53743,3,Unknown
34933,2014,Pakistan,34.006004,71.53743,0,Unknown
35014,2014,Pakistan,34.006004,71.53743,0,Tehrik-i-Taliban Pakistan (TTP)
35043,2014,Pakistan,34.006004,71.53743,0,Unknown
35046,2014,Pakistan,34.006004,71.53743,13,Unknown
35059,2014,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
35065,2014,Pakistan,34.006004,71.53743,0,Unknown
35066,2014,Pakistan,34.006004,71.53743,0,Unknown
35069,2014,Pakistan,34.006004,71.53743,9,Unknown
35088,2014,Pakistan,34.006004,71.53743,4,Unknown
35108,2014,Pakistan,34.006004,71.53743,3,Tehrik-i-Taliban Pakistan (TTP)
35111,2014,Pakistan,34.006004,71.53743,3,Tehrik-i-Taliban Pakistan (TTP)
35112,2014,Pakistan,34.006004,71.53743,3,Tehrik-i-Taliban Pakistan (TTP)
35124,2014,Pakistan,34.006004,71.53743,0,Unknown
35206,2014,Pakistan,34.006004,71.53743,8,Unknown
35266,2014,Pakistan,34.006004,71.53743,7,Unknown
35330,2014,Pakistan,34.006004,71.53743,1,Unknown
35412,2014,Pakistan,34.006004,71.53743,0,Unknown
35413,2014,Pakistan,34.006004,71.53743,6,Unknown
35486,2014,Pakistan,34.006004,71.53743,1,Unknown
35506,2014,Pakistan,34.006004,71.53743,3,Unknown
35536,2014,Pakistan,34.006004,71.53743,0,Unknown
35688,2014,Pakistan,34.006004,71.53743,6,Other
35761,2014,Pakistan,34.006004,71.53743,10,Tehrik-i-Taliban Pakistan (TTP)
35762,2014,Pakistan,34.006004,71.53743,1,Unknown
35763,2014,Pakistan,34.006004,71.53743,0,Unknown
35921,2014,Pakistan,34.006004,71.53743,5,Unknown
35925,2014,Pakistan,34.006004,71.53743,1,Unknown
35952,2014,Pakistan,34.006004,71.53743,13,Tehrik-i-Taliban Pakistan (TTP)
36101,2014,Pakistan,34.006004,71.53743,1,Unknown
36104,2014,Pakistan,34.006004,71.53743,0,Unknown
36106,2014,Pakistan,34.006004,71.53743,0,Unknown
36136,2014,Pakistan,34.006004,71.53743,0,Unknown
36174,2014,Pakistan,34.006004,71.53743,0,Unknown
36188,2014,Pakistan,34.006004,71.53743,0,Unknown
36321,2014,Pakistan,34.006004,71.53743,4,Tehrik-i-Taliban Pakistan (TTP)
36350,2014,Pakistan,34.006004,71.53743,0,Unknown
36351,2014,Pakistan,34.006004,71.53743,0,Unknown
36353,2014,Pakistan,34.006004,71.53743,0,Unknown
36374,2014,Pakistan,34.006004,71.53743,0,Unknown
36673,2014,Pakistan,34.006004,71.53743,0,Unknown
36674,2014,Pakistan,34.006004,71.53743,0,Unknown
36675,2014,Pakistan,34.006004,71.53743,0,Unknown
36992,2014,Pakistan,34.006004,71.53743,0,Unknown
36993,2014,Pakistan,34.006004,71.53743,0,Unknown
37107,2014,Pakistan,34.006004,71.53743,1,Unknown
37515,2014,Pakistan,34.006004,71.53743,0,Unknown
37601,2014,Pakistan,34.006004,71.53743,0,Unknown
37625,2014,Pakistan,34.006004,71.53743,0,Unknown
37643,2014,Pakistan,34.006004,71.53743,0,Unknown
37779,2014,Pakistan,34.006004,71.53743,0,Unknown
37859,2014,Pakistan,34.006004,71.53743,0,Other
37912,2014,Pakistan,34.006004,71.53743,1,Unknown
38018,2014,Pakistan,34.006004,71.53743,0,Unknown
38023,2014,Pakistan,34.006004,71.53743,0,Unknown
38209,2014,Pakistan,34.006004,71.53743,0,Unknown
38210,2014,Pakistan,34.006004,71.53743,0,Unknown
38211,2014,Pakistan,34.006004,71.53743,0,Unknown
38326,2014,Pakistan,34.006004,71.53743,0,Unknown
38329,2014,Pakistan,34.006004,71.53743,0,Unknown
38379,2014,Pakistan,34.006004,71.53743,6,Unknown
38481,2014,Pakistan,34.006004,71.53743,1,Unknown
38674,2014,Pakistan,34.006004,71.53743,0,Unknown
38880,2014,Pakistan,34.006004,71.53743,0,Unknown
38887,2014,Pakistan,34.006004,71.53743,1,Unknown
38960,2014,Pakistan,34.006004,71.53743,0,Unknown
39069,2014,Pakistan,34.006004,71.53743,1,Unknown
39072,2014,Pakistan,34.006004,71.53743,0,Unknown
39214,2014,Pakistan,34.006004,71.53743,0,Unknown
39341,2014,Pakistan,34.006004,71.53743,0,Unknown
39448,2014,Pakistan,34.006004,71.53743,0,Unknown
39511,2014,Pakistan,34.006004,71.53743,0,Unknown
39512,2014,Pakistan,34.006004,71.53743,1,Unknown
39525,2014,Pakistan,34.006004,71.53743,2,Unknown
39615,2014,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
39707,2014,Pakistan,34.006004,71.53743,0,Unknown
39769,2014,Pakistan,34.006004,71.53743,0,Unknown
39770,2014,Pakistan,34.006004,71.53743,0,Unknown
39917,2014,Pakistan,34.006004,71.53743,0,Unknown
39964,2014,Pakistan,34.006004,71.53743,0,Unknown
40129,2014,Pakistan,34.006004,71.53743,1,Unknown
40147,2014,Pakistan,34.006004,71.53743,1,Unknown
40179,2014,Pakistan,34.006004,71.53743,1,Unknown
40195,2014,Pakistan,34.006004,71.53743,1,Tehrik-i-Taliban Pakistan (TTP)
